EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
102643,RIVERSIDE CO.,ALESSANDRO,5/22/2008,1640,Tornado, ,EF0,0,0,0,0,CA,PST-8, ,17731,C,65,SGX,0,0,Trained Spotter, ,0.36,10,5,SW,5,SW,ALESSANDRO,5/22/2008,1645,33.8028,-117.3419,33.8011,-117.3478,"A trained weather spotter from the Lake Elsinore area captured video of a tornado between 5:40 ��� 5:45 PM. This tornado occurred in an unpopulated area near the Gavilan Hills between Woodcrest and Lake Elsinore, however the exact path is unknown. This was the fourth and final tornado produced by the storm. No reports of damage were received and this tornado was rated EF-0.","A thunderstorm developed near Redlands around 3:30 PM and quickly became severe as it moved south-southwest toward Moreno Valley along the Elsinore Convergence Zone. This storm produced large swaths of hail, flash flooding, and at least four tornadoes.",71
130000,SAN BERNARDINO CO.,LCRNE VLY SOGGY DRY,8/4/2008,1300,Tornado, ,EF1,0,0,10000,0,CA,PST-8, ,19433,C,71,VEF,0,0,Public, ,1.08,100,9,SE,8,SE,LCRNE VLY SOGGY DRY,8/4/2008,1315,34.3505,-116.5859,34.3638,-116.5759,"An apparent landspout touched down in the community of Johnson Valley, bending two flag poles, blowing off a roof, and uprooting a tree.","A return of monsoon moisture triggered thunderstorms over the Mojave Desert, some of which produced flash flooding and severe weather.",72
146881,GLENN CO.,CODORA,1/24/2009,1500,Tornado, ,EF0,0,0,100000,0,CA,PST-8, ,25072,C,21,STO,0,0,Law Enforcement, ,0.1,40,1,SSW,1,SSW,CODORA,1/24/2009,1511,39.3602,-122.0406,39.3602,-122.0406,"A California Highway Patrol officer observed a funnel cloud form in a wall cloud and drop down on a farm around 3:00 pm PST. The tornado ripped most of the tin roof panels off of a 70 year old barn and also from a chicken coop. Roof pieces were found in a tree and in adjacent fields up to one half of a mile away. One tin roof piece shorted out power lines, causing a loss of power to the neighborhood. A pickup truck suffered damage to the driver side mirror from flying debris. Netting from pheasant pens was ripped up. A large steel hopper was knocked over. The farmhouse was undamaged and the farm animals were apparently unharmed. ||The tornado was non-supercellular and formed when a line of eastward moving thunderstorms ahead of a cold front collided with a westward moving thunderstorm. Neighbors 2 miles away in Princeton took photos of the tornado touching down in a burned rice field briefly before it went aloft and then dropped down on the barn. The tornado was reported to have touched down again just across the street in a field, dropping panels from the barn roof. Another funnel cloud was also reported which did not touch down.",A short lived tornado briefly touched down on a farm in the central Sacramento Valley. This tornado badly damaged a barn and a chicken coop. No injuries occurred.,73
157050,MERCED CO.,MERCED ARPT,2/9/2009,1132,Tornado, ,EF0,0,0,0,0,CA,PST-8, ,26814,C,47,HNX,0,0,Other Federal Agency, ,0.1,20,7,SW,7,SW,MERCED ARPT,2/9/2009,1134,37.21,-120.6,37.21,-120.6,"The Federal Aviation Administration office located in Oakland, CA, relayed a pilot report of a brief touchdown of a tornado 10 miles south of Merced Castle Airport. The tornado only last for a couple minutes and caused no property damage. The tornado was rated EF0. The pilot reported the tornado quickly lifted and dissipated. At the time of the report, the funnel had lifted and was dissipating. The touchdown occurred during a period of several funnel cloud reports over an area from Atwater to southeast of Merced Municipal Airport (KMCE).","An upper-level low pressure system moved into California on February 6th, heralding a change in the pattern to wetter than normal for the rest of the month. This was the first in a series of systems that would move through the state over the coming week. Bakersfield received a record rainfall of 0.73 inch on the 7th, nearly twice the old record of 0.41 inch (1993). Heavy snowfall occurred in the Sierra Nevada from Yosemite to Sequoia. Reports of snowfall topped over one foot in some portions of the high country on the 6th.  A very cold airmass settled over interior California on the 8th, dropping snow levels into the Sierra Nevada foothills and setting the stage for an active weather day on the 9th.||The second, and stronger, upper-level trough moved into central California during the morning of February 9th. Snow levels plummeted during the morning, with snow falling on the San Joaquin Valley floor in western Kern County. Snow fell as far into the Valley as Maricopa, ad an inch of snow fell on Taft. Grocer Grade through the Temblors was closed due to snow, and a Winter Weather Advisory was issued for the southwestern San Joaquin Valley. Snow also fell on the Kern County desert floor near Rosamond. Additional snowfall of one foot or more occurred on the 8th and 9th with the second wave of precipitation across the high mountains of the Sierra Nevada. Snow accumulations of 2 to 4 inches also occurred in the Sierra Foothills between 2000 to 4000 feet. ||Thunderstorms developed over the central San Joaquin Valley by late morning. Funnel clouds were reported over Merced County at 11:20 AM PST, heralding the start of a 25-minute outbreak that saw at least 4, and probably 5, separate funnels. (Media, public and law-enforcement reports included some multiple sightings of the same funnel clouds, leading to the uncertainty in the number.) These funnel clouds developed from just south of Atwater to 14 miles southeast of the city of Merced. At 11:32 AM PST, the Oakland FAA Flight Service Office called with a report from a pilot over Merced County who had just observed one of the funnels briefly touch down in an open field 10 miles south of Castle Airport. Because of the brevity of the touchdown (only a few seconds) and fortunate lack of damage, this tornado was likely an EF-0 on the enhanced Fujita scale. This was the first tornado to touch down in the central/southern San Joaquin Valley (and the entire Hanford Warning/Forecast Area) since the Visalia tornado on January 27th, 2008. The last tornado to occur in Merced County was on March 28th, 2006.||After the trough moved east of California, the very cold airmass remained over the San Joaquin Valley, bringing frost to the area on the morning of February 10th. Subsequent troughs moved into California on the 11th, 13th and 15th, as short-wave impulses rotated around an upper-level low off the northern California coast.",74
270002,FRESNO CO.,(FCH) CHANDLER AF,1/18/2010,1524,Tornado, ,EF0,0,0,0,0,CA,PST-8, ,36788,C,19,HNX,0,0,Trained Spotter, ,0.53,15,2,W,1,W,(FCH) CHANDLER AF,1/18/2010,1530,36.73,-119.86,36.7315,-119.8406,"A brief EF0 tornado���the first of the year for interior central California���was reported on the west side of Fresno at 3:23 PM during the afternoon of the Martin Luther King, Jr. holiday on the 18th. There was no damage reported with this tornado. The following write-up is from the tabular January climate summary for Bakersfield and Fresno. ||The January 18th Fresno tornado: Thunderstorms over the central San Joaquin Valley during the mid afternoon of January 18th spawned a brief tornado 5 miles southwest of the city of Fresno. At 1523 pst, a weather spotter reported a tornado north of Highway 180. Video of the tornado showed a rain-wrapped funnel extending from a rotating supercell, and National Weather Service doppler radar indicated a velocity couplet near the time and location of the report. The tornado was rated EF0 on the enhanced fujita scale. This tornado was the first tornado in the central and southern San Joaquin Valley since the Atwater tornado of February 9th, 2009. The last tornado in Fresno county was on May 9th, 2005, near the city of Fowler.","By January 13th, the medium-range forecast models were becoming consistent in predicting a major precipitation event that would affect interior central California beginning the 17th and continuing for several days. A series of Special Weather Statements were issued to prepare emergency officials and the public on the upcoming change in the weather, followed by Winter Storm Watches for the Southern Sierra Nevada and the Tehachapi Mountains, beginning January 16th and upgraded to Warnings the next day.||Global composite satellite loops on January 17th showed a series of at least 5 distinct storms stretching roughly along the 40-degree latitude line from the California coast westward across the Pacific and into northeastern China. This line of storms had similarities to the storms of January-February 1998 that brought flooding to the central and southern San Joaquin Valley, but there were some significant differences.||While both events occurred during El Ninos, the 1998 event brought warm, subtropical moisture that eroded the mountain snowpack and appreciably added to the runoff. While the event of January 2010 was similarly moisture-laden, surges of cold air kept snow levels low, and snow even fell on the Southern Sierra Nevada foothills on January 21st-22nd. In addition, the spacing between the storms in the recent event allowed for several-hour breaks between the first few storms, enabling the ground to absorb some of the moisture before the runoff from the next storm hit. This is not to say that was not some flooding in the central and southern San Joaquin Valley, but most was either due to clogged storm drains or occurred in normally flood-prone areas.||The first storm moved rapidly through central California during the afternoon and evening of January 17th. Despite its fast movement, the storm dropped around a half inch of rain over much of the central and southern San Joaquin Valley.||A stronger storm followed the next day, bringing severe weather to the central California interior. Strong winds over the Tehachapi Mountains ahead of the storm caused the first of two storm-related fatalities during the week-long event. At about 9:30 AM, winds toppled at tree near Pine Mountain Club, west of Frazier Park. The tree fell onto a house, killing the occupant. Later that day, a brief EF0 tornado���the first of the year for interior central California���was reported on the west side of Fresno at 3:23 PM during the afternoon of the Martin Luther King, Jr. holiday on the 18th. There was no damage reported with this tornado. The following write-up is from the tabular January climate summary for Bakersfield and Fresno.||The January 18th Fresno tornado: Thunderstorms over the central San Joaquin Valley during the mid afternoon of January 18th spawned a brief tornado 5 miles southwest of the city of Fresno. At 1523 pst, a weather spotter reported a tornado north of Highway 180. Video of the tornado showed a rain-wrapped funnel extending from a rotating supercell, and National Weather Service doppler radar indicated a velocity couplet near the time and location of the report. The tornado was rated EF0 on the enhanced fujita scale. This tornado was the first tornado in the central and southern San Joaquin Valley since the Atwater tornado of February 9th, 2009. The last tornado in Fresno county was on May 9th, 2005, near the city of Fowler.||The third storm reached interior central California on the 19th, and an upper-level disturbance rotating around the low moved into southern California, bringing snow to the Tehachapi Mountains. Snow levels with this storm were lower than expected-down to around 4000 feet. Runoff resulted in some road flooding, and creeks in rural areas ran high. The other storm-related fatality occurred that evening, when a man drove around barriers in an attempt to cross a flooded road near the Merced County-Stanislaus County line. The road had been flooded by the Orestimba Creek, and the driver was swept away by the fast current.||Storm number 4 reached central California around midday of January 20th, and pushed across the region during the afternoon and evening hours. This storm dropped snow on the Grapevine and triggered isolated early evening thunderstorms. Also, strong winds occurred in the central valley. Bakersfield reported a wind gust around noon of 46 mph; Merced had a 48 mph sustained wind with a 61 mph wind gust around 2:00 PM that afternoon. There were numerous reports of wind damage, including downed trees and broken roof shingles, throughout the valley that week, especially on the 20th.||The last storm of the series arrived on the 21st, bringing very cold air to the region. Snow levels dropped to around 2200 feet, with snow falling in the towns of Mariposa and Oakhurst. Both the Grapevine and Tehachapi Pass were closed for several hours by the snow, hindering travel between the San Joaquin Valley and southern California. This was a very deep low pressure system, and all-time low pressure records were set in both Bakersfield and Fresno; both reported 28.94 inches of mercury. This storm also brought very strong winds to the Kern County Mountains where 10 inch diameter tree branches were downed in the Grapevine area due to winds approaching 70 mph in gusts there.||The cold pool of air moved over the area on the afternoon of January 22nd, triggering strong convective showers, one of which blanketed parts of the city of Clovis with about 2-3 inches deep of pea-size hail on the ground; a funnel cloud was reported near Clovis Ave and State Route 168 in Clovis.||By the time the last storm moved east of the region, the total rainfall amounts in the central and southern San Joaquin Valley mostly were between 1.5 and 2.5 inches, with a few locations around 3 inches. Snowfall amounts in the Southern Sierra Nevada and Tehachapi Mountains were measured in feet, with the heaviest snowfalls reaching around 10 feet of new snow.",75
209224,SANTA BARBARA CO.,ELLWOOD,1/19/2010,1032,Tornado, ,EF0,0,0,0,0,CA,PST-8, ,36103,C,83,LOX,0,0,Law Enforcement, ,0.14,10,0,SSE,0,SE,ELLWOOD,1/19/2010,1036,34.4248,-119.877,34.4268,-119.8773,A small tornado developed over the Isla Vista area in the community of Goleta. Only minor damage was reported.,"A series of powerful winter storms affected Central and Southern California between the 18th and 22nd of January. As this series of storms moved across the area, they brought heavy rain, flash flooding, gusty winds, heavy snow and even severe weather to the area. By the 22nd, rainfall totals for this series of storms ranged from 4-8 inches over coastal areas to 8-16 inches in the foothills and mountains. Due to some very intense periods of rainfall, flash flooding and mud and debris flows occurred across the area. In the mountains of Ventura and Los Angeles counties, 1 to 3 feet of new snowfall was reported. Strong southerly winds were common as each storm moved across the area with wind gusts as high as 71 MPH reported in some spots. Along with the rain and snow, some severe weather occurred across the area with reports of waterspouts, straight-line winds and even a weak tornado in the city of Ventura.",76
211222,ORANGE CO.,SEAL BEACH,1/19/2010,1255,Tornado, ,EF1,0,0,500000,0,CA,PST-8, ,36450,C,59,SGX,0,0,Law Enforcement, ,4.62,25,2,SW,2,ENE,SUNSET BEACH,1/19/2010,1359,33.716,-118.125,33.7298,-118.0464,"A tornado formed off the coast of Sunset Beach in Orange County and moved Northeast. The tornado crossed Pacific Coast Highway just south of Anderson Street at 1257 PST and continued to move Northeast. A parked Ford Explorer was flipped on its side, and two 35 foot catamarans in the Huntington Harbour were lifted out of the water. One was lifted 50 feet in the air before landing on another vessel and a dock piling. The second was flipped over and landed 30 feet from its original position. There were multiple reports of roof damage, and a window in a residential building was blown in. A wind gust of 92 MPH was measured by a mesonet at the Huntington Beach Pier.","The second in a series of powerful winter storms wreaked havoc on Southern California on January 19th. A strong southerly 925 mb jet ahead of the cold front contributed to moderate low-level wind shear. A line of thunderstorms with embedded rotation moved through Orange County late in the morning, bringing waterspouts, at least one tornado, and hurricane force winds. Strong thunderstorm winds also impacted San Diego County, contributing to structural damage and one fatality. Large, steep surf was also observed with this storm in both Orange and San Diego counties.",77
209223,VENTURA CO.,MONTALVO,1/21/2010,1225,Tornado, ,EF0,0,0,0,0,CA,PST-8, ,36103,C,111,LOX,0,0,Emergency Manager, ,1.51,67,0,ENE,1,SSW,WEST SATICOY,1/21/2010,1228,34.2518,-119.1949,34.2664,-119.1754,"A small EF-0 tornado touched down in the city of Ventura. Several homes, a car and a farm outbuilding were damaged.","A series of powerful winter storms affected Central and Southern California between the 18th and 22nd of January. As this series of storms moved across the area, they brought heavy rain, flash flooding, gusty winds, heavy snow and even severe weather to the area. By the 22nd, rainfall totals for this series of storms ranged from 4-8 inches over coastal areas to 8-16 inches in the foothills and mountains. Due to some very intense periods of rainfall, flash flooding and mud and debris flows occurred across the area. In the mountains of Ventura and Los Angeles counties, 1 to 3 feet of new snowfall was reported. Strong southerly winds were common as each storm moved across the area with wind gusts as high as 71 MPH reported in some spots. Along with the rain and snow, some severe weather occurred across the area with reports of waterspouts, straight-line winds and even a weak tornado in the city of Ventura.",78
208489,RIVERSIDE CO.,RIPLEY,1/21/2010,1510,Tornado, ,EF0,0,0,3000000,0,CA,PST-8, ,35125,C,65,PSR,0,0,Emergency Manager, ,14.26,100,5,WSW,2,NNE,EAST BLYTHE,1/21/2010,1540,33.5105,-114.7453,33.6524,-114.5654,"Motorists reported a tornado crossing Interstate 10 near Intake Blvd, where two semi trucks were blown over. Numerous power poles down, and considerable damage to homes and other structures in and around Blythe. Roofs were blown off some homes. The rain-wrapped tornado had peak wind gusts estimated at 80 mph as it moved toward the northeast. Nearby Blythe airport recorded a peak gust of 55 mph, with thunderstorms in the area. To put this storm in perspective, record low pressure was observed at Blythe,  29.02 inches.","The heaviest rainfall and strongest winds of the week hit the deserts on Thursday...with brief torrential rains that left streets flooded and water in the streams and rivers. At Imperial over two inches of rain fell between the 18th and the 22nd, with 1.10 inches on the 21st. Winds resulted in damage to many areas...and record low barometric pressure.",79
213799,CONTRA COSTA CO.,BRENTWOOD,1/23/2010,1254,Tornado, ,EF1,0,0,25000,0,CA,PST-8, ,36774,C,13,MTR,0,0,Public, ,1.64,2,4,WSW,3,SW,BRENTWOOD,1/23/2010,1255,37.9132,-121.7658,37.9003,-121.7405,"A low topped super cell produced an EF0 tornado near Brentwood. The tornado crossed power lines and destroyed a utility pole (DI24, DOD4). An eyewitness described the tornado as high winds from swirling white cloud. The pole was twisted to the ground and the top one-third of the 40-foot pole was splintered. Fifty-five customers lost power at 12:54 p.m. PST.",Lingering moisture combined with the cold air left behind a front that moved across the San Francisco Bay Area on Friday to produce a damaging thunderstorm on Saturday.,80
218436,KERN CO.,TUPMAN,2/27/2010,1645,Tornado, ,EF0,0,0,0,0,CA,PST-8, ,37516,C,29,HNX,0,0,Trained Spotter, ,0.5,20,5,E,5,E,TUPMAN,2/27/2010,1648,35.3,-119.27,35.3,-119.27,A trained weather spotter reported a weak tornado that lasted about 3 minutes.  The location was 15 miles northeast of Taft.  No damage was found in the area. The tornado was rated an EF0.,"The last storm of the month moved into western Merced County during the afternoon of February 26th, and brought record rain to Fresno that evening. 0.76 inch of rain was measured at Fresno-Yosemite International Airport, breaking the old record for the 26th of 0.60 inch, set in 1930. The next day, Bakersfield broke its rainfall record with 0.51 inch; 0.46 inch having fallen through 10 AM. The old record for the 27th at Meadows Field was 0.29 inch, set in 1996. In the Southern Sierra Nevada, heavy snow fell above the 6000-foot level, with storm totals of 1-2 feet being reported.||Convection developed over northwestern Kern County by midday on February 27th. Two thunderstorms merged, and the resulting cell tracked across northern Kern County. The storm dropped small hail (pea-size to �� inch) on roads near Wasco, creating very slippery road surfaces. A funnel cloud also was observed extending from the base of this storm.||The storm moved east of interior central California on the 28th as an upper-level ridge built off the coast. Despite more stable conditions, San Joaquin Valley fog development as kept to a minimum by low clouds that blanketed much of the Valley through the day.",81
218977,GLENN CO.,CHROME,3/8/2010,1625,Tornado, ,EF0,0,0,50000,0,CA,PST-8, ,37637,C,21,STO,0,0,NWS Storm Survey, ,0.25,20,0,N,0,N,CHROME,3/8/2010,1630,39.73,-122.55,39.73,-122.55,"A rancher observed a tornado passing along a road, over a pond and then through a barn. A storm survey was done at the site, with the tornado rated as an EF0. The main damage was the roof of the barn was peeled back. A small trailer also suffered minor damage.","Scattered showers and thunderstorms developed in the afternoon. A tornado was reported in the town of Chrome, Glenn County. This tornado damaged the roof of a barn. A funnel cloud was sighted near Cottonwood. Thunderstorms also dropped small hail and locally heavy rain over many locations in the northern Central Valley and into the Motherlode.",82
299698,EL DORADO CO.,LATROBE,11/23/2010,1317,Tornado, ,EF1,0,0,2000,0,CA,PST-8, ,50772,C,17,STO,0,0,Public, ,1.99,10,1,NNW,2,NE,LATROBE,11/23/2010,1321,38.582,-120.979,38.5905,-120.9438,"At approximately 1:17 pm an EF1 tornado developed near the town of Latrobe in El Dorado County, which is about four miles south of El Dorado Hills.  The maximum wind speed of the tornado was estimated at 100 mph with a damage path of two miles.  No injuries or fatalities have been reported.  There was damage to the roof of one commercial building, a single power pole, a water tank, and to numerous trees.||Witness reports were crucial to the conclusion of the damage assessment as there was not a great deal of damage from which to distinguish between tornadic, downburst, or straight line winds.  The conclusion of an EF1 designation was based primarily upon the damage caused to the oak trees in the damage path.",A brief tornado touched down near the town of Latrobe in western El Dorado County.,83
299798,SACRAMENTO CO.,(MHR)MATHER AFB,2/25/2011,1500,Tornado, ,EF0,0,0,18000,0,CA,PST-8, ,50791,C,67,STO,0,0,Public, ,0.35,10,0,SSE,1,ESE,(MHR)MATHER AFB,2/25/2011,1504,38.5647,-121.2961,38.5671,-121.2903,"At approximately 3:05 pm an EF0 tornado touched down at the Mather Field Industrial Park, immediately north of Mather Field.  The maximum wind speed of the tornado was estimated at 75 mph with a damage path of one third of a mile.  The damage path was in a northeast direction.  No injuries nor fatalities have been reported.  Damage was to a few trees including a large evergreen tree, broken road signs, and broken windows to multiple cars.",A tornado touched down near Mather Industrial Park in Sacramento County.,84
290104,SONOMA CO.,SANTA ROSA,3/18/2011,915,Tornado, ,EF1,0,0,50000,0,CA,PST-8, ,49497,C,97,MTR,0,0,Fire Department/Rescue, ,0.1,100,0,WNW,0,WNW,SANTA ROSA,3/18/2011,915,38.4525,-122.7082,38.4525,-122.7082,An EF1 tornado completely destroyed a metal building and severely bent a metal gate.,"A series of weather systems bringing heavy rain, strong winds, high surf, and a tornado affected the District on March 16-21, 2011. Two deaths occurred during this time.",85
299794,COLUSA CO.,MAXWELL,3/21/2011,1444,Tornado, ,EF0,0,0,0,0,CA,PST-8, ,50190,C,11,STO,0,0,Public, ,0.25,10,2,W,2,W,MAXWELL,3/21/2011,1449,39.28,-122.2374,39.28,-122.2327,"At approximately 3:05 pm  an EF0 tornado touched down in a pasture about 2 miles west of downtown Maxwell.  The pasture is located just north of Maxwell Sites Rd., between McDermott Rd. and Danley Rd.  There was no damage observed, but several witnesses observed a brief touchdown in the grassy field, which is used as pasture for a herd of buffalo.  There were no injuries nor fatalities.",A brief tornado touched down near the town of Maxwell in Colusa County.,86
299795,COLUSA CO.,WILLIAMS,3/23/2011,1500,Tornado, ,EF0,0,0,70000,0,CA,PST-8, ,50191,C,11,STO,0,0,Public, ,1.09,10,1,WSW,1,NW,WILLIAMS,3/23/2011,1503,39.145,-122.167,39.16,-122.161,"At approximately 3:00 pm an EF0 tornado touched down about a mile WSW of downtown Williams in Colusa County, near the intersection of Hwy 20 and Davis Road.  The maximum wind speed of the tornado was estimated at 80 mph with a damage path of three quarters of a mile.  The damage path was in an east-northeast direction.  No injuries nor fatalities have been reported.  The tornado damaged six homes, an out-building, two vehicles, and a home radio tower.",A brief tornado touched down near the town of Williams in Colusa County.,87
299796,SOLANO CO.,ROCKVILLE,4/7/2011,1552,Tornado, ,EF0,0,0,26000,0,CA,PST-8, ,50790,C,95,STO,0,0,Public, ,0.11,10,0,SSW,0,S,ROCKVILLE,4/7/2011,1554,38.2445,-122.1215,38.246,-122.121,"At approximately 3:52 pm an EF0 tornado touched down less than a mile south of downtown Rockville in Solano County, near Rockville Road and Suisun Valley Road.  The maximum wind speed of the tornado was estimated at 70 mph with a damage path of 200 yards.  There were no injuries nor fatalities.  The tornado caused roof damage to two small businesses and damaged several trees, fences, and signs.",An EF0 tornado touched down near Rockville in Solano County.,88
299806,GLENN CO.,ARTOIS,5/25/2011,1608,Tornado, ,EF1,0,0,200000,0,CA,PST-8, ,50792,C,21,STO,0,0,County Official, ,21.65,120,2,E,13,E,HAMILTON CITY,5/25/2011,1746,39.62,-122.1624,39.7168,-121.7752,"The first and northernmost tornado in the outbreak developed east of the town of Artois in Glenn County at approximately 5:08 pm and moved east-northeast, passing south of the town of Chico in Butte County.  It caused significant damage to an almond grove in Glenn County and less significant damage to farm implements, roofing materials, and another almond grove across its path.  The rating of an EF1 was based upon the uprooting of hundreds of almond trees with a few instances of broken large branches and trunks.  The estimated highest wind speed (3 second gust) based upon damage with this tornado is 95 mph.  There were no injuries nor fatalities.","Three tornadoes moved through Glenn and Butte Counties the evening of May 25, 2011.  Significant damage was caused to several structures and thousands of almond trees were destroyed.",89
299818,GLENN CO.,WILLOWS,5/25/2011,1612,Tornado, ,EF1,0,0,150000,400000,CA,PST-8, ,50792,C,21,STO,0,0,County Official, ,26.37,120,0,N,14,E,ORBEND,5/25/2011,1732,39.52,-122.2,39.6446,-121.732,"The second tornado of the outbreak developed northeast of downtown Willows in Glenn County at approximately 5:12 pm.  It moved east-northeast and passed just south of the town of Durham in Butte County.  It caused significant damage to almond groves in Butte County, as well as destroyed one out building, damaged an open barn, and caused roofing damage to two other structures.  The rating of an EF1 was based upon the uprooting of thousands of almond trees with many instances of broken large branches and trunks and the physical lifting and carrying of several large trees by five to ten feet.  The estimated highest wind speed (3 second gust) based upon damage with this tornado is 105 mph.  There were no injuries nor fatalities.","Three tornadoes moved through Glenn and Butte Counties the evening of May 25, 2011.  Significant damage was caused to several structures and thousands of almond trees were destroyed.",90
299822,BUTTE CO.,THERMALITO,5/25/2011,1745,Tornado, ,EF2,0,0,120000,0,CA,PST-8, ,50792,C,7,STO,0,0,Public, ,0.21,10,6,NNW,6,N,THERMALITO,5/25/2011,1748,39.598,-121.6208,39.5986,-121.6169,"The third tornado in the outbreak developed approximately northwest of Oroville in Butte County at approximately 645 pm and moved northeast.  It caused significant damage to a ranch property near the intersection of Table Mountain Road and Hwy 70 including the destruction of a large, well built garage and significant damage to an open barn.  The rating of an EF2 was based upon the destruction of the garage, though evidence was found of the footing boards being bolted to the slab in the front portion of the structure.  The estimated highest wind speed (3 second gust) based upon damage with this tornado is 120 mph.  There were no injuries nor fatalities.","Three tornadoes moved through Glenn and Butte Counties the evening of May 25, 2011.  Significant damage was caused to several structures and thousands of almond trees were destroyed.",91
299833,SUTTER CO.,BERG,6/1/2011,1730,Tornado, ,EF0,0,0,0,50000,CA,PST-8, ,50794,C,101,STO,0,0,Public, ,5.13,10,2,W,1,E,SUNSET,6/1/2011,1733,39.1832,-121.6719,39.248,-121.6251,"At approximately 5:30 pm an EF0 tornado touched down north of Yuba City and moved northeast, crossing from Sutter County into Yuba County and thereby north of Marysville.  There was little damage in the area that appeared to be caused by the tornado.  The determining factor was the credible description and sequence of events by witnesses who saw the tornado develop and move through peach and walnut groves.  There were no injuries nor fatalities.",A tornado touched down north of the Yuba City/Marysville metro area in Sutter and Yuba counties.,92
430360,FRESNO CO.,TRANQUILITY,3/17/2012,1430,Tornado, ,EF0,0,0,0,0,CA,PST-8, ,62569,C,19,HNX,0,0,Broadcast Media, ,0.01,50,4,WSW,4,WSW,TRANQUILITY,3/17/2012,1430,36.63,-120.32,36.63,-120.32,Broadcasters captured a tornado WSW of the town of Tranquility. No damage or injuries were reported.,"High pressure ridging became the dominant weather feature during March 8th-10th and brought warm, dry conditions to the area; temperatures were at least several degrees above the seasonal average during much of this period.||The ridge somewhat weakened on March 11th through the 13th, as temperatures cooled down closer to seasonal averages. However, high pressure rebounded once again on March 14th and 15th, and temperatures returned to several degrees above average. This pattern basically remained dry and was similar to what occurred during much of the previous week in terms of temperatures.||On the 16th, an upper-level trough brought abundant moisture to the northern part of interior central California during the evening. By the 17th, the upper-level low was located along the central California coast and brought much convective activity to the area. Most of the rain fell during the morning hours on the 17th.||The ���Saint Patrick���s weekend��� storm will be remembered for not only record-smashing rain, but also for a tornado that hit western Fresno County. The rain began during the evening of March 16th, and by daybreak the next morning the California Highway Patrol was reporting flooding in the south end of the San Joaquin Valley. As the cold front move through the Fresno-Clovis area around 2:30 AM, a burst of strong winds���later estimated at 55-60 mph���toppled trees and caused some structural damage.||Over two feet of snow had fallen at Tuolumne Meadows by 8:45 AM, and mud and debris flows were reported in the Southern Sierra Nevada foothills. Less than 45 minutes later, winds gusted to 72 mph at Indian Wells Canyon near the south end of the Sierra Nevada.||By midday, both Bakersfield and Fresno had surpassed their rainfall records for March 17th. Hail fell on parts of Kerman, Visalia and Tulare. Winds gusted to 55 mph at Sunflower Valley in northwestern Kern County, and to 40 mph at Buttonwillow.||At 3:30 PM, a tornado was photographed on the ground near Mountain View Road and State Route 33, west southwest of the town of Tranquility in western Fresno County. This tornado touched down in an open field, and fortunately caused no injuries or damage. This was the 85th tornado since 1950 for the seven counties of the central California interior, and the first since February 27, 2010, when a tornado touched down in southwestern Kern County.||The CHP reported a rock slide on Highway 140 at Highway 49 in Mariposa County at 11:10 AM on the 17th. ||By the time the storm had ended on March 18th, nearly 2.78 inches of rain had fallen at the Madera Municipal Airport, while Fresno had 1.78 inch and Bakersfield had 0.96 inch of rain. In the higher elevations of the Southern Sierra Nevada, new snow totals were up to 43 inches.||Most of the cold air behind the upper-level low arrived by the 18th. More convection developed over the San Joaquin Valley and nearby foothills. Numerous reports of pea-sized hail with about one inch of ground cover were received throughout the valley and caused some damage to crops, especially those with blossoms. High temperatures in the central and southern San Joaquin Valley on March 18th were mostly in the 50s, well below the normals of md to upper 60s.||Eight inches of snow fell at Camp Nelson, with the heavy snow knocking down trees and causing power outages. In addition, snow levels fell below 2,000 feet in the Sierra Nevada foothills, especially in heavier showers. On the evening of the 18th, the storm system began to exit the region.||The 19th was a transitional day while an upper level ridge moved toward the central coast and kept interior central California underneath a cool north-northwest flow aloft.|By the 20th, high pressure began to strengthen and allowed temperatures to recover; they rose to a few degrees above seasonal averages by the 21st. This pattern continued for the next couple of days until another low pressure system arrived on the 24th.",93
374196,SAN JOAQUIN CO.,ORTEGA,4/11/2012,1300,Tornado, ,EF0,0,0,10000,0,CA,PST-8, ,61578,C,77,STO,0,0,Public, ,0.25,5,3,SSW,3,SSW,ORTEGA,4/11/2012,1300,37.8778,-121.3328,37.8778,-121.3328,An EF0 tornado briefly touched down southwest of Stockton near French Camp.  An outbuilding was destroyed but no injuries resulted.,An EF1 tornado touched down south of Stockton in San Joaquin County.,94
